Year,Total_Revenue_KES_Billion,Corporate_Tax_KES_Billion,Tax_Compliance_Rate_%,VAT_Collection_KES_Billion,Taxpayer_Growth_%,Digital_Services_Tax_KES_Billion,Customs_Duties_KES_Billion
2000,549.6714153011233,191.98066309758008,58.64964345005124,61.84384884245218,4.136506395035066,-1.1187984101135164,33.28877962650368
2001,490.678074387386,178.79006153843412,59.745997693604004,83.59310058521076,4.9687965110609165,-1.067871342720071,41.086588044483705
2002,573.7778628190782,153.89101319970732,58.48523022807015,93.32949093316871,5.018016872044447,-7.579817464751676,36.970198347487425
2003,665.816499154316,133.74504982198593,59.48918204582702,140.1561555492062,5.472630345843406,-0.0528533609095887,43.431714370534586
2004,494.6026805456844,175.1509036126119,56.35291080623257,114.33426569387836,3.6331416367191736,5.460942205905522,48.98994754153437
2005,499.1088268276045,167.05981681790774,60.60176258992105,77.29437262200618,5.59256727384733,-4.375164599387979,65.31007004772353
2006,684.948308577766,183.1621029071383,60.21262116093466,114.52553059315754,2.295608368397225,7.437608450448158,48.485917722717765
2007,608.2750044468224,176.41251140781645,58.61106798310886,74.65952582683829,4.37011544763619,4.833268499816086,30.069468252309967
2008,489.08859744254084,189.89498986798847,61.59877161714509,128.06022748414787,4.5117261575484555,-1.0775730162615957,71.50542210183181
2009,594.796544899137,143.40240311264242,62.19045559056843,97.78471417084964,5.633326826071238,2.0851446061035555,42.39860295072936
2010,498.70327576379884,200.0323324795403,57.13523062161241,106.13528423322458,5.022630852676869,10.983601030197157,54.62469909893607
2011,502.9765741925238,167.48954970233356,58.85993582825296,135.3247417596526,3.5944369461437136,6.8589302587205205,62.75410366016673
2012,578.2502812106575,224.8704387913706,58.882135720845824,83.86633823792461,4.015006874182985,3.4343086648811294,59.60076288264835
2013,367.23053409277884,142.98802912097665,58.57564925323773,82.46804670815058,5.198680009547407,2.401173004784668,73.56985036997929
2014,390.5712798117598,216.7936288096722,62.14944017435399,99.53922468429111,4.920932658135444,4.1718341410470865,64.89275485859909
2015,511.33881464347036,171.7030892696452,60.13787324797992,132.77958903239835,4.420875890364254,1.4291701982764713,45.33861456280164
2016,470.7889600386297,147.27427670838335,60.03153087793934,82.42589130327596,4.519166210488021,-6.336560341407886,91.48724141868374
2017,608.0013098361039,153.3512928462382,56.58787086678209,56.97050165140223,5.696167997159289,14.59727593906004,62.274361309432855
2018,490.2786735289599,159.3084996730893,61.90146669104909,105.39123724623444,4.4823074271307854,5.362210581582593,57.69980651058732
2019,444.3552154520564,182.69494836202747,58.18714887595872,126.25003121343362,4.911908755970927,6.77552111039747,74.91934180629403
2020,736.6549669822456,186.70608566208602,60.820565961233356,140.02125101079258,7.169936588080542,4.69444523459944,64.75277519996209
2021,572.016964545941,154.86107195391472,61.29048961165212,107.55358957510883,3.576317363116077,1.507599179560243,67.54998445565147
2022,605.8519195678915,172.39248535529364,63.492087962448075,109.38908547529756,3.1481572684253414,4.452759977638529,99.49487209112242
2023,461.1287849822579,238.44228493253007,58.18816500756758,141.49643310353335,5.7835896647986065,-2.4153922293899743,58.535841238836966
2024,553.6698356555898,227.05152032824657,54.801816529199186,81.8243852253108,4.321356938705897,17.166213271047305,58.44679980295228
2025,623.7048715835991,189.36598636649725,61.24357496538327,112.24960451635982,4.68176247225738,-0.19258001213199982,65.51244144395072
2026,502.01775937488685,178.46743167237335,64.51193327393263,124.62929861932197,4.218843621868886,1.0193477599432823,80.3870533480299
2027,659.1914234561889,181.97931817992622,63.423838651824816,130.60599604732232,4.740199859232487,4.177082356446377,42.26685441200888
2028,566.0622571342456,197.83496861134194,61.40029981153023,112.22628855860478,6.598538112096342,13.017956201839464,35.932077043267846
2029,601.461255651303,149.7967035245283,60.032743644751925,123.91204345734006,5.802128458618119,6.849321773090048,57.15923690666375
2030,574.9644739121954,173.81023540883118,62.665296244325674,74.25747695576425,5.862223511886977,0.7952969958236649,42.00767213062721
2031,824.8674580905334,132.52506036625488,59.138993686677146,111.65985657814787,3.5837729442073547,13.446866978961872,60.69459685418249
2032,642.7944216703507,195.610327311792,62.07383665983356,134.69579987671497,3.8488462634471308,11.029377508301781,75.15511305955697
2033,542.8775557530586,204.10056287576694,62.16709647448941,106.78054574133284,2.160921340514573,10.265748359655836,54.80693521488421
2034,735.4076443634721,171.24014186675453,63.311611006188954,128.4069116590192,4.190619178917246,11.351443978626975,47.316320066998586
2035,535.5732926605554,234.00638968548776,66.74554630404837,136.96547804408198,5.956703186385658,19.943781474884226,70.3093266949995
2036,683.0485216626378,151.0648679477676,62.046093195618795,121.97784481167352,5.516946515748371,19.096645646351732,82.75797208904739
2037,470.6996542786892,144.95764248259428,60.2783690448813,133.03890504956104,4.778486737047876,4.936793655353894,44.94576879262118
2038,538.3525662813281,196.6734944967391,61.28018270694734,111.17577912473817,4.977699716281947,16.688994533625333,83.22440689551068
2039,695.361799262588,222.40394006935566,57.82821455658813,127.09900563731028,4.311114457424594,10.684609717563271,83.73106452754637
2040,754.0268381797212,242.5598727857781,60.01197513922328,144.23635542381646,5.2047588824017845,11.463447048656715,86.33329855437144
2041,701.8215128036818,179.3265652070249,60.61787156021023,135.9722920522015,5.7658782794806145,0.7058130089505248,90.84977579564787
2042,677.6243609503651,226.50456914708303,60.42329467560229,121.90300824235491,3.3841132125895275,8.514437539425385,106.15333199301736
2043,663.5833241347648,194.03994111017397,61.81121625057395,138.91876252025028,5.299647687837348,5.501447613882741,68.33229294438785
2044,550.3459991614556,191.06742724802166,59.89670167677714,149.52743104796758,5.932434870954667,13.90505883923131,75.8677979253921
2045,630.7182818632318,223.80709542189746,63.81863791122552,95.03721046448646,4.5848997110366305,15.31936646597799,68.5281982760544
2046,661.1433301112284,217.91803470075092,61.61202574144801,160.0183181359548,5.700700612120584,-0.2092685919183932,75.35497799666248
2047,817.4239343336033,152.1076346898719,61.628046004369416,130.9125428640162,7.814654444472553,10.252188042341011,98.86897621042056
2048,750.5780451730624,244.74666094222732,61.02589224865584,146.94823710324303,4.895657207013108,16.17086908553282,56.2512091674664
2049,544.4167051844473,242.90424212592507,62.02709808443468,163.1841777121438,5.3933070500053235,9.827365949193535,64.06123189449335
2050,757.6336221647048,183.78567150726667,63.40194828108702,112.60656609543071,4.261942916338608,14.605278184971782,98.18524157509594
2051,691.2215016880981,215.47770960672588,60.05252635536498,126.65202079228989,5.1812511626020505,12.91498649729458,93.37862568160942
2052,666.5420342036384,219.4755602431368,60.505588843671305,135.87066772412754,5.460271624982304,13.06665951812149,73.18165392637246
2053,799.9063676228255,213.52591868042293,61.24940479930353,126.76737201995385,5.194842340270138,10.20098266721607,91.99520919598999
2054,846.3431954928383,190.24760214139417,59.20015004494547,177.94197475997942,3.9803046802911433,5.67385273607821,84.84796736711023
2055,840.8757596593676,187.65910676966627,60.28841120748393,126.9086021675082,5.206361771325451,6.348305218830818,102.7843994152951
2056,668.3304999299884,208.0922367291155,61.009520214872644,133.73390925510753,6.462195938717636,15.701917727431741,81.94847473823242
2057,725.8355191716353,245.09178048769087,63.745775358422456,149.7334262777052,5.448635764514528,12.45164563194877,96.76586308947012
2058,794.3876044016178,227.26896559879393,62.55715469003589,122.40345592492469,5.961987189071841,11.86099233051743,121.56211058932124
2059,863.3202784780017,200.89358204942883,62.45424688980216,139.333633012122,4.762988029987373,10.63330254114099,91.45396980819447
2060,722.3528464857412,236.2140243825134,63.80389802643805,154.39711327305156,5.74990023942371,11.426007724548194,83.77295551995569
2061,756.2088771083932,128.65783549521183,61.86239356033835,142.19164076119864,5.279267838216526,18.38571012359185,94.42028836189829
2062,668.6457818786765,249.62813617632827,62.953101872029954,147.78191247165068,4.049089270312768,11.674129941010216,78.65492126107587
2063,664.1631213757166,164.02480285287322,62.000763701342215,139.86380820148304,5.318521004798875,6.8442259830417065,120.50420026755566
2064,869.5408705277081,206.3940390251733,62.772966941041496,120.96184506763592,4.008303336559689,17.467007626449615,87.93630080067496
2065,928.4167956498752,184.728221479534,61.111759962054116,158.48391627883683,4.367119725115208,12.923564628624362,81.6917859824031
2066,790.096285139264,180.52892509774222,57.43467799575946,187.95151428579769,5.189328307292374,14.30412647481103,73.8010012610358
2067,902.1550915910042,255.24522404177603,62.07878902297474,154.02168626932243,5.297244273380124,22.3842378783439,103.34518976098346
2068,842.4699088110698,207.44043543211475,65.22787865458226,158.95973679940545,3.8107675349228707,14.44274275879301,100.44524862985352
2069,746.2988353502984,232.917638974444,64.2698482219006,169.10971035759246,6.053985771182877,16.19066311033837,80.5276724167766
2070,851.4548758661567,222.16595620719806,64.38324742163479,130.66944612512208,5.5720062783004725,9.049326487452317,97.18530871537489
2071,973.6234764664167,238.93584944131828,64.95974893109992,190.90715001944898,4.295271564389116,14.044795881388342,66.46074956589625
2072,820.7417204133292,227.98033240748333,62.69983770444539,161.7042335861137,3.4624152035508247,18.38997256838535,92.41419826573699
2073,985.2931944102295,188.23696000106963,62.95218897236875,191.09559644024063,4.855095420918569,7.764672872335331,96.9815354713406
2074,571.358822924359,257.665782361192,61.3572888017239,144.5985993487795,4.55405628613884,16.744966206319287,116.35068788412907
2075,920.0280882753603,214.01613133398945,61.99548191557353,196.42129851121655,5.113140457053023,16.44389530316397,79.72900925036095
2076,851.0470491661595,183.18242292008733,63.894204962204945,176.36397074155653,4.6368833388444335,16.345576417076337,72.66655240980697
2077,816.94611180026,218.08747610195357,65.10546657203533,172.72246337870882,2.99254313925499,21.524132831629554,78.96097297851676
2078,860.5274290049016,277.00477570101134,62.45384018137074,167.14295154952543,4.611653061698842,18.209730111780146,72.89441543821914
2079,657.0989643957666,258.5396852964378,61.867389238064945,158.29269090177428,4.694380888931687,24.12709622851896,113.54335385987825
2080,838.3931715766091,223.62452005184832,62.803858720516,188.0746972335415,5.633661024774058,11.967988357965757,117.27363346940459
2081,900.5761220160396,224.6574040055823,64.04025133569607,167.6720622618258,4.3018003253889505,17.814757971226875,99.39784326382703
2082,1017.1587738435211,226.53713464966472,59.98516324060579,126.32427159392262,6.678674673372566,17.756668266284073,113.46456933042236
2083,822.0468520465091,299.5396767440625,58.31554600163343,144.12273723232641,3.0883594493482427,12.187261064758136,97.70507140439922
2084,797.5290180890596,249.7463518552349,61.84186924395978,163.55035222341232,6.311167497802624,22.514207743189463,94.81957153073475
2085,832.7071785244292,252.24058875507143,60.53655312614966,174.26804773137917,4.775681029121896,29.55529846119602,91.80123251099037
2086,978.9275991575948,271.2988940113457,61.99673261771839,167.73709909087097,5.859584872343556,18.046100758711976,92.69148247668387
2087,924.7670028578603,248.60511621223685,62.7524874104131,194.04908546554293,5.079801484058733,20.855435771699163,74.68087455326244
2088,843.4203760196925,234.7212281178714,62.17658626503705,131.448433189698,6.139555536025469,18.952121908606166,102.41226990255855
2089,952.2276442122366,237.65304807099417,66.02305318705962,174.14303000137448,4.612638035447189,15.16080537919285,98.39399034578834
2090,915.1131603402094,242.44655681217267,63.8066426823578,135.71248756432897,3.9013795748221876,9.824126538917847,110.7299604107177
2091,1006.7744089631988,244.52897855035042,63.78913690740984,188.06711878255624,6.420504287271063,15.598259711650302,101.50295254667924
2092,844.2091050266791,268.5255830058061,64.46763751131003,171.78449938483362,4.886519354117858,12.366534421567671,98.21009512711427
2093,886.1527042591422,249.30612432196673,60.98059202269672,182.86667391495683,5.221558473624211,28.046035915821115,88.13330575108674
2094,884.2126081102076,270.7780011152662,65.37151686813384,157.99761606347997,6.234751914044795,19.149176255108532,102.83405030407818
2095,781.5764331147161,247.4283524465924,63.176799755257406,201.6653747092311,3.968044757905565,18.19432727868807,113.37586076454474
2096,962.0444601388901,253.25995661038365,64.70432459784578,197.7113701580539,5.595490897639257,24.568892247062152,85.70276798659495
2097,963.0424641549258,192.00593141598875,61.25468393231809,189.34856373791544,4.410105243537109,14.71356680804288,104.7155097086145
2098,941.9527871056874,280.4928332440775,60.32591590140131,175.88813354120967,4.867830644355628,16.68720133149876,107.44959822689621
2099,922.4872326084312,264.44870833099384,65.10424778451852,190.87642498518193,5.072278965384289,21.061082066963827,93.73353275023055
2100,808.913376245409,285.0454084008947,64.25632255569853,165.9422287203331,3.499778138553064,26.063764877037322,96.23721048143504
2101,912.890422678419,169.2684948103455,61.73443542982352,197.99199406129512,4.2211629571795655,23.62754434496306,109.06476833709883
2102,925.1880078067825,319.85844835062903,61.83424741102419,214.6712995681601,6.351072892413139,22.55994403089773,89.15484088176682
2103,883.7362370418022,254.07056941360304,65.85947817743815,203.8946936820662,5.886191188584796,21.9081061936976,111.9555624354476
2104,952.3398973018676,292.5547938114348,61.26481985790899,168.6912338871351,4.937360422672765,23.717895994350595,93.82694165236927
2105,1013.3780586544267,229.1631825465944,66.9640245851906,191.31243042954614,5.243123458512893,22.92418044156219,123.75061320330606
2106,1166.0960675985307,279.79462856328854,61.91247224441798,159.02205400971192,4.705757494363542,16.965253741230438,143.42577453918284
2107,999.4397632651659,230.85999556725275,65.02553259996552,197.13349190919922,6.356583385827982,22.544710422480073,95.99755688338162
2108,1012.2415255587629,244.8004446926394,63.12654683228581,195.4985547437373,4.799647422205836,17.14507021892475,117.47257739507957
2109,983.5463994143743,321.98550518056817,65.0251936809835,149.89096049664403,5.231842092134848,23.11812542721683,99.10888143677971
2110,803.6183739655914,259.8951435927152,62.76562584962547,164.85241120984085,6.146030144142065,20.508672204470706,126.17487316752741
2111,997.3486124550783,273.1896528620584,63.5633030767443,183.22611095401356,4.222628515154094,35.80801922502542,92.1322349748329
2112,1010.5275254986072,293.81974963838036,64.00576227471537,183.67249474687318,6.558789184496894,23.110838391551752,118.87046303807736
2113,1255.3332202575377,283.6392254079469,61.95458404739601,166.3009517821144,3.469538590256623,16.488311678201566,99.11737770887193
2114,994.2774170354013,274.33238697412713,65.47564268483424,199.07086587833498,6.629642131112798,23.037807655324087,109.65799392628725
2115,1048.1727522513793,281.81970094485763,63.002601896085864,197.12156427090235,4.627324416048025,26.504701636097348,97.84793418610371
2116,1019.0513455519982,344.0243894790702,63.60686423338403,189.00751025332252,4.757301252174718,32.473926837869726,126.19912092730017
2117,910.1592232650739,271.2444090619654,62.110400349882084,178.57786369052647,3.1099898288170573,21.359044306612716,101.85970909782063
2118,1145.8138129830336,280.056995425473,59.00946681654351,215.4686370228258,4.545205282622307,16.593365635387308,123.24442885494238
2119,1111.2293393047134,306.5947069553034,63.78711364396883,228.40343755706124,3.9601934689731157,28.788889761859615,110.35404509158052
2120,1119.6437352448452,309.29190411486564,69.02943504743004,186.42486641916537,4.392353654626527,18.00091037440565,114.34898048908313
2121,954.1062995655711,312.7880863439886,65.8084478150353,184.6535585538005,4.862689034211121,22.92232589556568,118.83295522761856
2122,1189.8289806431596,297.39013488910376,64.23575351480548,207.52185100593763,5.957791614472906,24.01419987474733,105.73979709228443
2123,913.8689477748261,244.9891318973648,63.78352765089278,191.3379109035588,5.207603351400626,25.153334235000962,120.87322442083102
2124,1117.2442679385856,329.3332762993632,64.38927612996844,196.51135528603464,5.3076766534011135,29.146522986072377,141.22328673358444
2125,1282.1086256440608,246.99101959082077,65.47361760972979,214.89316313459355,3.9044806111544377,22.48172848846796,107.14739703132811
2126,968.5139350544987,291.51149638960345,62.05278878379672,162.71377915075507,4.11924591039727,24.730452838265297,136.94652151847703
2127,1015.4422991117947,260.85520798290275,66.6780928387872,228.0677481987551,6.798725018351312,26.226946533551356,142.39138442223668
2128,1086.5417130853407,282.61038413674476,65.91524711536697,203.95611298908935,4.2647989652367535,27.24548728509144,108.22814563504981
2129,1030.7335156694614,295.44845789469,65.95589097093539,195.0734404120597,6.656208252057295,27.18583257023631,99.19520194466276
2130,930.5192424789725,296.2773531001448,65.43150603217401,202.31942101967513,4.756938801119134,29.075924772008797,126.10098507414806
2131,1096.9463875706929,300.3453103147462,64.62882290497757,204.1534920053153,5.002287936143504,31.314292643303784,113.91100928061903
2132,988.364223221984,337.1500768104982,65.97034709655827,171.08167963680722,6.07036516022993,29.257464872549136,150.7017209601177
2133,1146.458342162617,303.3958188352092,65.84328792714243,236.40527105557123,6.271892421938657,29.76142111103959,123.74533633072072
2134,1011.6611801802231,283.5161417821214,63.98661327281264,208.1338199527197,4.889187439720913,19.781576858960307,111.7407826532461
2135,1263.101548609862,320.81450694054257,63.582526183935926,216.96815071705564,4.611756946478462,28.143030387720295,107.11693165914865
2136,1034.287283378989,328.6270576106822,64.96847735528874,227.9399043203898,4.944079551477786,30.488628831099135,141.22344926123733
2137,1084.9109654965496,257.1657595398842,67.89784010279017,189.28646055850373,5.337957528232118,31.93499626314254,116.85766581416263
2138,1202.9733433585886,312.9670471405408,62.356620683527034,219.9799484912151,5.8913036868697555,25.02773561832052,126.6334079678824
2139,1003.0396944827306,317.13127836542304,61.934819338364996,205.95848949333546,5.004229858994152,25.393492314245464,140.86356770321373
2140,1153.3766240910436,288.2202420463474,65.23442658737794,229.047527616442,5.6188862980231535,26.017384511469896,119.81320179811462
2141,1265.8494105633781,339.4694025975468,65.04171534365197,170.36836450588302,6.638359732270941,31.769156586543804,126.93869519652522
2142,978.8913161835169,294.74758163827346,65.3216583037158,211.73182770888835,5.3813096122647845,34.45569156090733,127.9296520308404
2143,1162.6075299973747,304.0675939044466,65.49791640582701,202.4581013988353,5.311652856004779,27.44818494902748,138.9785964014701
2144,1174.6369280734912,296.1591966228353,64.59864053577543,223.96057432799844,3.481089174909932,34.22449625281993,138.14044431193417
2145,1231.3354403308842,302.86977382984645,68.05980695728424,225.51699986348018,2.3692698631709366,30.501282929706857,126.5281238610074
2146,1033.9625865698495,270.5652008465974,61.913307158162084,202.76439902047642,5.388375729230169,29.461654197270903,131.33511630282814
2147,1030.1165008537344,261.3029780266757,63.49315610058966,203.47424043419687,4.905175768719128,29.22536113319244,125.35424575807862
2148,1218.8608232283566,353.3907074523047,64.97867566488709,216.30521114737195,4.485217325085258,34.214538304492265,109.31729537768979
2149,1200.86963849449,281.19776615705683,61.93384259791189,201.38647477301518,5.243530204186345,32.30856976461603,135.89604489300396
2150,1200.7249607102635,277.91588717396843,64.9035464463911,236.95979402916268,4.939596270803092,42.25900701811807,160.9654589950786
2151,1214.8250011298778,244.10700530059728,68.61323062174633,213.53677691197203,6.127780250633899,26.817955864092458,119.87734602276718
2152,1116.6822125268357,290.59090732907464,65.36709830191725,163.5819573352889,5.086110868258978,33.86878678842816,122.08823803964313
2153,1212.4145589052896,271.1181170085859,65.82176217179773,215.0260813900864,4.253076714929833,28.831472428419914,121.17331765957812
2154,1223.0009410235618,361.12231666595295,62.87506586505024,202.5524469064439,5.990166238959289,27.33024174173346,145.65366146563161
2155,1126.7630563955615,343.20742559319194,64.19770761435147,191.49860781490523,4.782868925053798,31.82154019070102,142.06261714828196
2156,1389.2801538171784,293.3194536086323,64.7150727048176,200.17639216047348,5.526536683672307,32.76183747211026,133.50782049963905
2157,1254.590499298386,382.5880891753443,64.86507030698803,227.91389516238513,4.5225892938072,46.86514204957474,122.66615051185198
2158,1092.581361991447,345.5190306758139,68.09882312554306,253.09934309149116,4.350173114502564,31.552744395057466,138.37263886158587
2159,1281.8715770795993,307.37217561185844,66.68595269202082,233.59101680462695,5.084168230185696,27.02177902524926,114.0682056275005
2160,1123.2525536979886,243.18599672196098,63.38268969173154,215.99806036381335,5.012828643543685,34.2369254593438,140.2394865909505
2161,1303.9336855994704,387.94749639694146,66.13365019750465,238.047012832343,5.479827035366833,22.697870883339235,151.71150442995764
